FileName,FrameIndex,TrackedID,LocalID,CentroidX_px,CentroidY_px,Area_px2,Area_um2,Perimeter_px,Perimeter_um,Radius_px,Radius_um
IRI3_0046.tiff,46,1,1,15.6791907514451,13.4190751445087,692,133.9712,107.463,47.28372,14.8415107465239,6.5302647284705
IRI3_0046.tiff,46,2,2,69.8385714285714,15.1585714285714,1400,271.04,138.07,60.7508,21.1100412282238,9.28841814041846
IRI3_0046.tiff,46,2,3,103.822834645669,7.80314960629921,254,49.1744,55.104,24.24576,8.9917023466462,3.95634903252433
IRI3_0046.tiff,46,3,4,143.658851113716,10.1242672919109,853,165.1408,120.786,53.14584,16.4778133535604,7.25023787556658
IRI3_0046.tiff,46,4,5,216.151960784314,17.6345811051693,2244,434.4384,180.206,79.29064,26.7261554398762,11.7595083935455
IRI3_0046.tiff,46,5,6,283.513632365875,15.0677220756376,1137,220.1232,122.803,54.03332,19.0241515077801,8.37062666342322
IRI3_0046.tiff,46,6,7,472.46943231441,13.9421397379913,916,177.3376,109.546,48.20024,17.0754752714047,7.51320911941805
IRI3_0046.tiff,46,7,8,649.959373186303,27.1369704004643,1723,333.5728,153.246,67.42824,23.4189652609732,10.3043447148282
IRI3_0046.tiff,46,7,9,682.870762711864,7.6271186440678,472,91.3792,87.019,38.28836,12.2573352030019,5.39322748932083
IRI3_0046.tiff,46,480,10,727.320512820513,3.12820512820513,78,15.1008,34.9,15.356,4.98278748516688,2.19242649347343
IRI3_0046.tiff,46,9,11,767.41149068323,8.52018633540373,644,124.6784,102.897,45.27468,14.3175265567193,6.29971168495647
IRI3_0046.tiff,46,10,12,958.371727748691,10.9175392670157,764,147.9104,104.527,45.99188,15.5945103496203,6.86158455383295
IRI3_0046.tiff,46,10,13,995.750893921335,22.7985697258641,1678,324.8608,167.827,73.84388,23.111122625619,10.1688939552724
IRI3_0046.tiff,46,10,14,1031.56560580681,28.2557230597432,1791,346.7376,155.165,68.2726,23.8766204927575,10.5057130168133
IRI3_0046.tiff,46,13,15,1125.33501683502,11.1212121212121,1188,229.9968,141.593,62.30092,19.4461344432857,8.55629915504572
IRI3_0046.tiff,46,14,16,1182.33823529412,17.6936274509804,816,157.9776,102.037,44.89628,16.1164781241428,7.09125037462283
IRI3_0046.tiff,46,15,17,343.735455543359,34.1412367361873,2733,529.1088,186.492,82.05648,29.4947608727431,12.977694784007
IRI3_0046.tiff,46,17,18,909.817065287654,23.9961215255333,1547,299.4992,140.453,61.79932,22.1906600606274,9.76389042667606
IRI3_0046.tiff,46,18,19,534.526876267748,27.7312373225152,1972,381.7792,155.72,68.5168,25.0540834107823,11.0237967007442
IRI3_0046.tiff,46,19,20,597.155963302752,35.6496118560339,2834,548.6624,186.27,81.9588,30.0348167539751,13.215319371749
IRI3_0046.tiff,46,20,21,1082.48018292683,23.8353658536585,656,127.0016,89.037,39.17628,14.4503039876871,6.35813375458234
IRI3_0046.tiff,46,3,22,160.270557029178,25.0106100795756,377,72.9872,66.294,29.16936,10.9545801878159,4.82001528263901
IRI3_0046.tiff,46,9,23,826.98478642481,38.4575775307197,1709,330.8624,148.252,65.23088,23.3236274084478,10.262396059717
IRI3_0046.tiff,46,17,24,873.085997794928,35.3627342888644,907,175.5952,106.371,46.80324,16.991382132384,7.47620813824896
IRI3_0046.tiff,46,1,25,27.4086088583905,40.4329382407985,1603,310.3408,142.943,62.89492,22.5887305431849,9.93904143900138
IRI3_0046.tiff,46,24,26,762.772521389029,47.6955208857574,1987,384.6832,162.558,71.52552,25.1491897254602,11.0656434792025
IRI3_0046.tiff,46,6,27,451.743902439024,46.0140712945591,2132,412.7552,164.767,72.49748,26.0506559868239,11.4622886342025
IRI3_0046.tiff,46,13,28,1140.47802197802,38.3452380952381,1092,211.4112,118.586,52.17784,18.6438836005994,8.20330878426374
IRI3_0046.tiff,46,27,29,262.155427103404,48.5016056518947,1557,301.4352,139.395,61.3338,22.2622661197858,9.79539709270575
IRI3_0046.tiff,46,28,30,965.958546571136,53.0701125895599,1954,378.2944,164.75,72.49,24.9394770916137,10.9733699203101
IRI3_0046.tiff,46,3,31,130.352941176471,48.2745098039216,561,108.6096,83.835,36.8874,13.3630777199381,5.87975419677277
IRI3_0046.tiff,46,30,32,686.420689655172,53.3275862068966,580,112.288,83.686,36.82184,13.5874844613195,5.97849316298058
IRI3_0046.tiff,46,1,33,4.23428571428571,57.1028571428571,175,33.88,59.049,25.98156,7.46352665180231,3.28395172679302
IRI3_0046.tiff,46,3,34,96.9159663865546,65.6146458583433,1666,322.5376,143.298,63.05112,23.0283362486784,10.1324679494185
IRI3_0046.tiff,46,3,35,151.467091295117,66.9957537154989,1413,273.5568,141.528,62.27232,21.2078256588858,9.33144328990977
IRI3_0046.tiff,46,13,36,1111.48859543818,64.9135654261705,833,161.2688,101.517,44.66748,16.2834927208845,7.16473679718917
IRI3_0046.tiff,46,24,37,732.878228782288,58.619926199262,271,52.4656,57.156,25.14864,9.28773272418018,4.08660239863928
IRI3_0046.tiff,46,24,38,796.923076923077,67.5175824175824,910,176.176,106.694,46.94536,17.0194593459149,7.48856211220255
IRI3_0046.tiff,46,35,39,1015.60089938168,74.3501967397414,1779,344.4144,148.839,65.48916,23.7964973792565,10.4704588468729
IRI3_0046.tiff,46,13,40,1076.8224893918,71.7963224893918,1414,273.7504,133.009,58.52396,21.2153288700383,9.33474470281685
IRI3_0046.tiff,46,30,41,708.071473354232,81.3103448275862,1595,308.792,146.326,64.38344,22.5322939014905,9.91420931665582
IRI3_0046.tiff,46,27,42,281.869565217391,75.6179183135705,759,146.9424,95.174,41.87656,15.5433974282811,6.83909486844371
IRI3_0046.tiff,46,41,43,506.420534458509,82.0618846694796,1422,275.2992,132.96,58.5024,21.275259296971,9.36111409066724
IRI3_0046.tiff,46,40,44,323.505446623094,76.5849673202614,918,177.7248,107.364,47.24016,17.094106455639,7.52140684048117
IRI3_0046.tiff,46,42,45,559.610589812332,84.010053619303,1492,288.8512,135.731,59.72164,21.7926214620044,9.58875344328195
IRI3_0046.tiff,46,34,46,1145.41160220994,83.6127071823204,1810,350.416,157.994,69.51736,24.0029351120371,10.5612914492963
IRI3_0046.tiff,46,44,47,637.927886809676,97.2464628023733,2191,424.1776,170.854,75.17576,26.4086531392399,11.6198073812656
IRI3_0046.tiff,46,30,48,671.191629955947,83.7070484581498,454,87.8944,74.531,32.79364,12.0213430334319,5.28939093471002
IRI3_0046.tiff,46,46,49,32.1845893310754,99.6028789161727,1181,228.6416,124.607,54.82708,19.3887590005925,8.5310539602607
IRI3_0046.tiff,46,46,50,58.6140089418778,91.4366616989568,671,129.9056,89.988,39.59472,14.6145794886245,6.43041497499477
IRI3_0046.tiff,46,47,51,420.327162825841,102.707593502078,2647,512.4592,187.031,82.29364,29.0269920716648,12.7718765115325
IRI3_0046.tiff,46,49,52,864.858306188925,94.7850162866449,614,118.8704,84.844,37.33136,13.980066885278,6.15122942952234
IRI3_0046.tiff,46,50,53,923.444691083981,109.32482426933,2703,523.3008,183.334,80.66696,29.3324329429863,12.906270494914
IRI3_0046.tiff,46,29,54,161.230332522303,100.674776966748,1233,238.7088,125.012,55.00528,19.8110093045411,8.71684409399808
IRI3_0046.tiff,46,52,55,229.362483311081,99.8584779706275,1498,290.0128,142.908,62.87952,21.836396440423,9.60801443378612
IRI3_0046.tiff,46,53,56,821.910275689223,109.814536340852,1995,386.232,160.087,70.43828,25.199766327025,11.087897183891
IRI3_0046.tiff,46,40,57,318.921440261866,103.23240589198,611,118.2896,85.398,37.57512,13.9458718070365,6.13618359509607
IRI3_0046.tiff,46,55,58,780.596281540505,105.390438247012,753,145.7808,95.322,41.94168,15.4818391768031,6.81200923779335
IRI3_0046.tiff,46,56,59,741.635101636093,121.588993554784,2017,390.4912,160.178,70.47832,25.3383314453163,11.1488658359392
IRI3_0046.tiff,46,57,60,1119.5974248927,116.188841201717,1165,225.544,120.397,52.97468,19.2569732150231,8.47306821461015
IRI3_0046.tiff,46,58,61,270.917551020408,119.69306122449,1225,237.16,122.308,53.81552,19.7466354241715,8.68851958663545
IRI3_0046.tiff,46,29,62,189.814189189189,110.570945945946,296,57.3056,59.082,25.99608,9.70668461991024,4.27094123276051
IRI3_0046.tiff,46,59,63,506.277205882353,122.194852941176,1360,263.296,130.305,57.3342,20.8062837914404,9.15476486823377
IRI3_0046.tiff,46,62,64,345.604875804968,138.046918123275,4348,841.7728,251.034,110.45496,37.2023034922183,16.3690135365761
IRI3_0046.tiff,46,60,65,582.749430523918,124.621867881549,1317,254.9712,126.319,55.58036,20.4747190482324,9.00887638122227
IRI3_0046.tiff,46,61,66,981.329348475792,133.028690974298,1673,323.8928,151.89,66.8316,23.0766643946971,10.1537323336667
IRI3_0046.tiff,46,64,67,1073.28164291702,127.544844928751,1193,230.9648,124.756,54.89264,19.4870134760887,8.57428592947903
IRI3_0046.tiff,46,57,68,1152.00093023256,130.32,1075,208.12,116.577,51.29388,18.4981925508298,8.13920472236511
IRI3_0046.tiff,46,66,69,95.8433874709977,130.559164733179,862,166.8832,103.759,45.65396,16.5645139346263,7.28838613123555
IRI3_0046.tiff,46,67,70,139.43554580362,134.569939659901,1823,352.9328,156.67,68.9348,24.0889792750347,10.5991508810153
IRI3_0046.tiff,46,68,71,882.351185921959,138.814078041316,1307,253.0352,127.006,55.88264,20.3968385109608,8.97460894482276
IRI3_0046.tiff,46,69,72,542.569476082005,140.46013667426,1317,254.9712,126.914,55.84216,20.4747190482324,9.00887638122227
IRI3_0046.tiff,46,70,73,655.981084489281,143.208701134931,1586,307.0496,148.838,65.48872,22.4686332358578,9.88619862377742
IRI3_0046.tiff,46,71,74,1038.32277346085,156.910938433951,1673,323.8928,147.532,64.91408,23.0766643946971,10.1537323336667
IRI3_0046.tiff,46,72,75,403.649541284404,144.16880733945,545,105.512,80.436,35.39184,13.1711384462455,5.79530091634801
IRI3_0046.tiff,46,66,76,75.8458610846813,155.683158896289,1051,203.4736,114.617,50.43148,18.2905355410705,8.04783563807103
IRI3_0046.tiff,46,74,77,1181.85253054101,161.338568935428,1146,221.8656,129.875,57.145,19.0992965725606,8.40369049192666
IRI3_0046.tiff,46,68,78,845.534435261708,146.757575757576,363,70.2768,65.186,28.68184,10.7492552618642,4.72967231522027
IRI3_0046.tiff,46,75,79,257.643016759777,160.202793296089,1790,346.544,157.291,69.20804,23.8699538388533,10.5027796890954
