FileName,FrameIndex,TrackedID,LocalID,CentroidX_px,CentroidY_px,Area_px2,Area_um2,Perimeter_px,Perimeter_um,Radius_px,Radius_um
IRI3_0005.tiff,5,1,1,3.6283185840708,9.55752212389381,113,21.8768,41.979,18.47076,5.99741753913869,2.63886371722102
IRI3_0005.tiff,5,1,2,24.1179775280899,7.41292134831461,356,68.9216,71.115,31.2906,10.6451077721848,4.68384741976132
IRI3_0005.tiff,5,2,3,59.6376360808709,10.5178849144635,643,124.4848,93.643,41.20292,14.3064061460654,6.29481870426877
IRI3_0005.tiff,5,2,4,84.1780821917808,2.95890410958904,73,14.1328,34.71,15.2724,4.82043791490117,2.12099268255651
IRI3_0005.tiff,5,3,5,140.014362657092,8.77019748653501,557,107.8352,91.212,40.13328,13.3153522899085,5.85875500755974
IRI3_0005.tiff,5,4,6,185.375886524823,7.34278959810875,423,81.8928,80.121,35.25324,11.6036667418426,5.10561336641073
IRI3_0005.tiff,5,4,7,211.36563876652,10.7004405286344,454,87.8944,77.971,34.30724,12.0213430334319,5.28939093471002
IRI3_0005.tiff,5,4,8,230.469565217391,4.42608695652174,115,22.264,38.547,16.96068,6.0502592432999,2.66211406705196
IRI3_0005.tiff,5,4,9,247.015597920277,13.0207972270364,577,111.7072,84.86,37.3384,13.5522988576864,5.963011497382
IRI3_0005.tiff,5,4,10,271.2,13.7555555555556,630,121.968,90.169,39.67436,14.1610461582394,6.23086030962536
IRI3_0005.tiff,5,5,11,297.72972972973,3.18918918918919,74,14.3264,32.725,14.399,4.85334230995512,2.13547061638025
IRI3_0005.tiff,5,5,12,313,5.29268292682927,164,31.7504,45.85,20.174,7.22515199384357,3.17906687729117
IRI3_0005.tiff,5,15,13,346.62613430127,14.3176043557169,551,106.6736,83.959,36.94196,13.2434416707768,5.82711433514181
IRI3_0005.tiff,5,481,14,408.438848920863,12.063309352518,695,134.552,95.148,41.86512,14.8736468593864,6.54440461813001
IRI3_0005.tiff,5,481,15,461.593333333333,12.6783333333333,600,116.16,87.349,38.43356,13.8197659788534,6.0806970306955
IRI3_0005.tiff,5,481,16,483.294642857143,12.6450892857143,448,86.7328,75.101,33.04444,11.9416426428837,5.25432276286883
IRI3_0005.tiff,5,18,17,542.571428571429,7.52380952380952,294,56.9184,61.29,26.9676,9.67383618519739,4.25648792148685
IRI3_0005.tiff,5,18,18,568.08630952381,7.05654761904762,336,65.0496,69.213,30.45372,10.3417658916528,4.55037699232724
IRI3_0005.tiff,5,19,19,607.505200594354,12.3239227340267,673,130.2928,94.445,41.5558,14.6363435803376,6.43999117534857
IRI3_0005.tiff,5,7,20,657.17316017316,5.94805194805195,231,44.7216,57.593,25.34092,8.57493928307692,3.77297328455384
IRI3_0005.tiff,5,7,21,678.422950819672,7.44590163934426,305,59.048,62.572,27.53168,9.85314748118875,4.33538489172305
IRI3_0005.tiff,5,480,22,726.973537604457,16.3704735376045,718,139.0048,95.041,41.81804,15.1177544059944,6.65181193863752
IRI3_0005.tiff,5,480,23,757.22125813449,6.7939262472885,461,89.2496,91.766,40.37704,12.1136640836176,5.33001219679175
IRI3_0005.tiff,5,492,24,835.167002012072,10.9657947686117,497,96.2192,83.198,36.60712,12.5777586808359,5.53421381956782
IRI3_0005.tiff,5,17,25,881.277777777778,8.42857142857143,252,48.7872,57.734,25.40296,8.95623198216277,3.94074207215162
IRI3_0005.tiff,5,10,26,949.836915297092,12.8912768647282,791,153.1376,100.11,44.0484,15.867675317178,6.9817771395583
IRI3_0005.tiff,5,10,27,1014.65967741935,14.6645161290323,620,120.032,90.625,39.875,14.0482073388013,6.18121122907257
IRI3_0005.tiff,5,10,28,1052.41333333333,2.81333333333333,75,14.52,36.769,16.17836,4.8860251190292,2.14985105237285
IRI3_0005.tiff,5,10,29,1072.94915254237,2.61016949152542,59,11.4224,34.71,15.2724,4.33362242065961,1.90679386509023
IRI3_0005.tiff,5,13,30,1125.0295202952,4.46863468634686,271,52.4656,81.469,35.84636,9.28773272418018,4.08660239863928
IRI3_0005.tiff,5,14,31,1153.71446078431,15.280637254902,816,157.9776,103.427,45.50788,16.1164781241428,7.09125037462283
IRI3_0005.tiff,5,14,32,1183.69651741294,9.94029850746269,402,77.8272,71.454,31.43976,11.3119659761636,4.977265029512
IRI3_0005.tiff,5,17,33,906.654237288136,19.490395480226,885,171.336,103.692,45.62448,16.7840474639657,7.38498088414493
IRI3_0005.tiff,5,10,34,1045.22424242424,14.5737373737374,495,95.832,82.371,36.24324,12.552425807826,5.52306735544344
IRI3_0005.tiff,5,481,35,519.035,11.1,200,38.72,48.811,21.47684,7.97884560802865,3.51069206753261
IRI3_0005.tiff,5,10,36,991.356979405034,14.1189931350114,437,84.6032,74.423,32.74612,11.7941265154447,5.18941566679568
IRI3_0005.tiff,5,481,37,385.564263322884,15.6677115987461,319,61.7584,62.952,27.69888,10.0767481705473,4.43376919504083
IRI3_0005.tiff,5,15,38,367.499159663866,22.1008403361345,595,115.192,87.523,38.51012,13.7620631548963,6.05530778815439
IRI3_0005.tiff,5,10,39,1063.93385214008,15.5603112840467,257,49.7552,58.776,25.86144,9.04464707709672,3.97964471392256
IRI3_0005.tiff,5,13,40,1114.27083333333,16.6041666666667,432,83.6352,74.176,32.63744,11.7264602856701,5.15964252569484
IRI3_0005.tiff,5,7,41,643.290243902439,21.780487804878,820,158.752,103.022,45.32968,16.1559310060024,7.10860964264104
IRI3_0005.tiff,5,492,42,852.162679425837,19.6004784688995,418,80.9248,73.357,32.27708,11.5348832861379,5.0753486459007
IRI3_0005.tiff,5,3,43,117.025280898876,18.185393258427,356,68.9216,65.748,28.92912,10.6451077721848,4.68384741976132
IRI3_0005.tiff,5,4,44,293.202146690519,22.391771019678,559,108.2224,82.892,36.47248,13.3392363490846,5.86926399359721
IRI3_0005.tiff,5,10,45,1077.65544554455,22.2910891089109,505,97.768,82.611,36.34884,12.6785840109538,5.57857696481969
IRI3_0005.tiff,5,3,46,98.968932038835,24.4388349514563,515,99.704,82.14,36.1416,12.8034991851701,5.63353964147486
IRI3_0005.tiff,5,1,47,33.7032967032967,20.2637362637363,182,35.2352,46.669,20.53436,7.61133360755196,3.34898678732286
IRI3_0005.tiff,5,4,48,226.747628083491,27.4686907020873,527,102.0272,82.561,36.32684,12.9518072105347,5.69879517263525
IRI3_0005.tiff,5,481,49,507.368421052632,23.9783281733746,323,62.5328,65.392,28.77248,10.1397284597451,4.46148052228784
IRI3_0005.tiff,5,481,50,529.728586171311,32.4582043343653,969,187.5984,111.383,49.00852,17.5625248672306,7.72751094158146
IRI3_0005.tiff,5,17,51,873.540507859734,29.6517533252721,827,160.1072,101.252,44.55088,16.2247427059413,7.13888679061417
IRI3_0005.tiff,5,18,52,567.483651226158,30.2425068119891,734,142.1024,97.927,43.08788,15.2852692635394,6.72551847595734
IRI3_0005.tiff,5,10,53,1030.51388888889,25.9444444444444,216,41.8176,53.137,23.38028,8.29185958731205,3.6484182184173
IRI3_0005.tiff,5,10,54,1098.9191011236,29.0134831460674,445,86.152,75.334,33.14696,11.9015923032083,5.23670061341165
IRI3_0005.tiff,5,14,55,1172.275,30.6903846153846,520,100.672,80.097,35.24268,12.8655019651614,5.660820864671
